source,cos_sim,target,level
Одна из многих картин художника на сюжеты русского эпоса и сказок.,0.30028242943386735,Картина написана на сюжет из русского фольклора. ,C_to_A
"Всюду звучит песня «День Победы», написанная спустя несколько десятилетий после окончания войны, но ставшая гимном праздника.",0.36947937504006995,Девятого мая по всей стране звучит песня «День Победы» и песни военных лет.,C_to_A
Государственный праздник. ,0.9999999999999999,Государственный праздник. ,C_to_A
Детская новогодняя песня (см. ,0.9999999999999993,Детская новогодняя песня (см. ,C_to_A
"От аббревиатуры МХАТ образовались слова мхатовец и мхатовцы (так называют актёров, творческая судьба которых связана с этим театром) и  мхатовский (мхатовские спектакли, мхатовские байки).",0.6376830068156204,"От аббревиатуры МХАТ образовались слова мхатовец и мхатовцы – так называют актёров и режиссёров и МХТ,  и МХАТа.",C_to_A
Освободительная война России против наполеоновской Франции.,0.6801118096608246,Война России против агрессии наполеоновской Франции.,C_to_A
Соломин – в 1988 г. он стал художественным руководителем театра.,0.5249940449289237,С 1988 г. художественный руководитель театра Ю.М. ,C_to_A
Выше всего ценились шубы из меха соболя. ,0.29822797193356804,Самыми дорогими были  шубы из бобра и сибирского соболя. ,C_to_A
Центральные фигуры полотна – Иоанн Креститель и раб. ,1.0000000000000002,Центральные фигуры полотна – Иоанн Креститель и раб. ,C_to_A
какая скука,0.12246982410640146,Татьяна теперь интересная светская дама. ,C_to_A
Баженова и названный «Пашковым» по имени владельца. ,0.2097971384909905,"Пашкова, который москвичи называют «Дом Пашкова».",C_to_A
"Пушкина «Евгений Онегин», молодой аристократ, ведущий светский образ жизни, петербургский денди.",0.7223801288182093,"Пушкина «Евгений Онегин», молодой петербургский аристократ.",C_to_A
Имя Чехова носит Московский художественный театр. ,0.691658081689291,Имя Чехова носит Московский художественный театр и Международный театральный фестиваль.,C_to_A
Третьяковка). ,1.0,Третьяковка). ,C_to_A
Один из старейших театров России. ,0.66913900736433,Один из самых старых театров России. ,C_to_A
Алексеевым. ,0.5536133785574131,"Алексеев, М.Н. ",C_to_A
"Сегодня он включает: здания в Лаврушинском переулке, где находится постоянная экспозиция русского искусства с XII до начала ХХ в. ",0.24809116183953955,в новом здании – коллекция искусства ХХ в.,C_to_A
"Ей служат чёрные коты (см. кот), вороны (см. ворон), змеи (см. змея). ",1.0000000000000004,"Ей служат чёрные коты (см. кот), вороны (см. ворон), змеи (см. змея). ",C_to_A
" В лесу родилась ёлочка,",1.0000000000000004," В лесу родилась ёлочка,",C_to_A
В дни новогодних праздников по телевизору обязательно показывают всеми любимые художественные и мультипликационные фильмы прошлых лет. ,0.9114319378713235,В дни новогодних праздников по телевизору обязательно показывают всеми любимые художественные и мультипликационные фильмы.,C_to_A
"«Богатыри» − одна из самых любимых картин российской публики: регулярно воспроизводится в изданиях, посвящённых Древней Руси (см. ",0.5298741722419669,«Богатыри»  –  одна из самых любимых картин  российской публики. ,C_to_A
Большой театр – символ русского музыкального искусства и всей культуры России. ,0.30963945324875414,Эти постановки стали классикой русского музыкального театра.,C_to_A
Гельцера ).,0.5785942018166634,Гельцера).,C_to_A
Её читателями были знаменитые русские писатели (Л.Н. ,0.8088798095917742,Её читателями были знаменитые русские писатели: Л.Н. ,C_to_A
; Мы все глядим в Наполеоны; Привычка свыше нам дана: замена счастию она; А счастье было так возможно; С корабля на бал.,0.04576960393082931,Она уже замужем. ,C_to_A
"Всего до конца жизни Крылов написал более 200 басен, которые составили девять книг. ",0.41479264789919845,Крылов написал более 200 басен.Он – самый известный русский баснописец.,C_to_A
Достоевский − классик русской литературы и один из самых популярных русских писателей на Западе и в Японии. ,0.6840940555502983,Достоевский – классик русской литературы и один из самых популярных русских писателей за рубежом.,C_to_A
"Онегин получил домашнее неглубокое образование, зато в совершенстве знал французский язык и светский этикет. ",0.7377681147000363,"Он получил домашнее неглубокое образование, но отлично знает французский язык и этикет. ",C_to_A
Некоторые дни рождения называют круглыми датами или юбилеями. ,0.77768973443717,"Некоторые дни рождения называют круглыми датами или юбилеями, например, 50 или 60 лет.",C_to_A
Кибальникова. ,0.9177214496748354,Кибальникова ,C_to_A
Деда Мороза всегда сопровождает внучка − Снегурочка. ,0.5723264787294986,С Дедом Морозом всегда приходит внучка – Снегурочка. ,C_to_A
Вскоре все члены кружка − петрашевцы − были арестованы. ,0.20603342858533835,Вместе с другими членами кружка осужден и отправлен в Сибирь. ,C_to_A
"Менделеев, К.А. ",1.0,"Менделеев, К.А. ",C_to_A
А.П. ,1.0,А.П. ,C_to_A
Новый год) Л.К. ,0.9999999999999999,Новый год) Л.К. ,C_to_A
"Светланов, балетмейстер Ю.Н. ",0.45036631589802206,Более 30 лет главным балетмейстером театра был Ю.Н. ,C_to_A
Официальное название – Государственный академический Малый театр России.,0.9695822142437334,Официальное  название – Государственный академический Малый театр России.,C_to_A
Достоевский − классик русской литературы и один из самых популярных русских писателей на Западе и в Японии. ,0.14823285470219394,Достоевский входит в политический кружок М.В. ,C_to_A
"Октябрьская революция 1917 г.) в храмах велась запись актов гражданского состояния: в специальных книгах фиксировались даты рождения и крещения, венчания (см. свадьба), смерти и отпевания. ",0.15573199247872982,отпевание покойных.,C_to_A
"В 1861-1862 гг. публикуется документальное сочинение «Записки из мёртвого дома», в котором описаны годы, проведённые на каторге; в 1861 г. − роман «Униженные и оскорблённые», продолживший исследование судьбы и психологии «маленького человека».",0.3031406713341766,Годы жизни на каторге Достоевский описал в книге «Записки из мёртвого дома».,C_to_A
Песня обычно исполняется в обработке для оркестра русских народных инструментов.,0.8656117904079458,Песня обычно исполняется оркестром русских народных инструментов.,C_to_A
М. ,1.0,М. ,C_to_A
Поэтому до 1924 г. она называлась Румянцевской библиотекой или Библиотекой Румянцевского музея. ,0.7560503736434169,"Румянцева, поэтому до 1924 г. библиотека называлась Румянцевской.",C_to_A
Пушкина.,0.9999999999999999,Пушкина.,C_to_A
"Образ Онегина – первый в череде «лишних людей», типичных героев русской классической литературы ХIХ в. ",0.8419015003228015,"Онегин – первый в ряду «лишних людей», типичных героев русской классической литературы ХIХ в. ",C_to_A
"Баба-Яга живёт в лесу в избушке на курьих ножках (см. изба, курица) и летает по небу в деревянной ступе или на метле. ",0.9074737999581948,Баба-Яга живёт в лесу в избушке на курьих ножках и летает по небу в деревянной ступе или на метле. ,C_to_A
"Варежки обычно вяжут из шерстяных ниток, их может украшать вышивка или разноцветный вывязанный узор. ",0.5267459858489261,Варежки  вяжут из шерстяных ниток. ,C_to_A
"Картина передает радостное, спокойное настроение.",1.0000000000000002,"Картина передает радостное, спокойное настроение.",C_to_A
"Любимовым, который стал главным режиссёром театра. ",0.3894611206478126,Любимовым. ,C_to_A
"Он совпадает с зимними школьными каникулами, и в эти дни все дети ходят на Ëлку – детский праздник. ",0.9739303359241539,"Он совпадает с зимними школьными каникулами, и в эти дни дети ходят на Ëлку – детский праздник.",C_to_A
"Свадьба празднуется дома, в кафе или в ресторане. ",0.6176025437890525,"Свадьбу празднуют в кафе, в ресторане или дома. ",C_to_A
Здесь Пушкин встретил друзей – И.И. ,0.4269139056058616,Здесь он  встретил друзей  и написал  свои первые стихи.,C_to_A
"Во время Великой Отечественной войны, когда Ленинград находился в блокаде, коллекции Эрмитажа были эвакуированы в Свердловск. ",0.4973875136149052,"Во время Великой Отечественной войны, большую часть коллекции Эрмитажа перевезли в Свердловск (Екатеринбург).",C_to_A
Общехристианский праздник воскресения Иисуса Христа (Светлое Христово Воскресение).,0.8804556626495176,В христианстве праздник воскресения Иисуса Христа (Светлое Христово Воскресение).,C_to_A
В 1900 г. ,0.36445084156300045,В 1901 г. ,C_to_A
Васнецова. ,1.0000000000000002,Васнецова. ,C_to_A
Васнецова.,1.0000000000000004,Васнецова.,C_to_A
Станиславским и В.И. ,0.9398244306835197,Станиславским и В.И. ,C_to_A
В 1990-2000 годы патриарх отечественного театра Юрий Любимов поставил в театре много новых спектаклей: «Живаго» по роману Б.Л. ,0.4763571291137305,В эти годы он восстановил свои старые спектакли и поставил много новых: «Живаго» по роману Б.Л. ,C_to_A
"Кроме свëклы в борщ кладут лук, морковь, помидоры, сладкий перец, капусту, картошку. ",0.7309769445928539,"В борщ кладут овощи: свëклу, капусту, картошку, лук, морковь, помидоры, сладкий перец, чёрный перец, лавровый лист и чеснок.",C_to_A
"За десять минут до полуночи по радио− и телевизионным программам транслируется поздравление народу России от руководства страны, в последние годы – Президента Российской Федерации. ",0.407020803518122,В 23 часа 50 минут радио и телевидение передают  поздравление народу России от руководства страны.,C_to_A
"В школах (см. школа) и детских садах (см. детский сад) поздравляют учительниц, воспитательниц и девочек.",0.9008593101942324,"В школах (см. школа) и детских садах (см. детский сад) дети поздравляют учительниц и воспитательниц, мальчики поздравляют  девочек.",C_to_A
Род перчаток с отделением только для большого пальца.,1.0000000000000007,Род перчаток с отделением только для большого пальца.,C_to_A
"Русь), в суровых климатических условиях шуба была универсальной зимней одеждой, которую носили все: и мужчины, и женщины, и князья (см. князь), и бояре (см. боярин), и дворяне (см. дворянин), и крестьяне (см. крестьянин).",0.41336609644491423,"Русь), шуба была универсальной зимней одеждой. ",C_to_A
"В 1826 г. по решению нового императора Николая I, ставшего личным цензором поэта, был возвращён из ссылки, ему было разрешено проживание в Москве и в Петербурге. ",0.2530303779401554,Только новый император Николай I разрешил поэту вернуться в Петербург. ,C_to_A
"В его репертуар входят и классические постановки опер и балетов, и современные: балет «Анна Каренина» и опера «Левша» Р. ",0.6009382046658773,В репертуар театра входят постановки классических и современных опер и балетов.,C_to_A
"Национальная библиотека России, самая большая библиотека страны, одна из крупнейших в мире.",0.8216303538684018,"Национальная библиотека России, самая большая библиотека страны.",C_to_A
М. ,1.0,М. ,C_to_A
"Театральные постановки 1970-1980-х гг. были сделаны в парадоксальной сценической форме, поднимали острые вопросы современной жизни страны, что вызывало конфликты театра с Министерством культуры и запрещение ряда спектаклей («Живой» по повести Б.А. ",0.400248509108618,Спектакли поднимали острые вопросы современной жизни страны.,C_to_A
Новый год – самый любимый бытовой праздник в России. ,0.6877104174794759,Новый год − самый любимый семейный праздник в России. ,C_to_A
В 1867 г. ,0.5469785049398237,В 1867 г. ,C_to_A
Пусть всегда будет небо!,1.0,Пусть всегда будет небо!,C_to_A
Пусть всегда буду я!,1.0,Пусть всегда буду я!,C_to_A
"В знаменитом здании, возведённом по проекту архитектора К.И. ",0.6881389538791206,В знаменитом здании архитектора К.И. ,C_to_A
"До 1700 г. началом нового года в России считалось 1 сентября, что было связано с завершением цикла сельскохозяйственных работ, уборкой урожая и сбором с крестьян оброка – денег и продуктов в пользу богатых землевладельцев и государства.",0.2730389080743574,До 1700 г. в России Новый год отмечали 1 сентября. ,C_to_A
Шуба была одним из символов общественного статуса человека. ,0.34919919739805577,Шуба была знаком социальной принадлежности человека. ,C_to_A
К. ,1.0,К. ,C_to_A
Под мелодию «Калинки» исполняется русский народный танец в быстром темпе.,0.9999999999999998,Под мелодию «Калинки» исполняется русский народный танец в быстром темпе.,C_to_A
"В связи с тем, что в Малом театре были поставлены все пьесы Островского, театр ещё при жизни драматурга назвали Домом Островского.",0.8306880466657371,"В Малом театре были поставлены все пьесы Островского,  поэтому театр ещё при жизни драматурга называли Домом Островского.",C_to_A
"Традиционно самыми распространенными мужскими головными уборами стали шапки-ушанки – меховые, кожаные или суконные шапки с отворотами, закрывающими уши, и шапки-треухи, то есть такие шапки, у которых «три уха» – два опускающихся наушника и отворот, закрывающий затылок.",0.4219131263015008,Самые распространенные мужские головные уборы – шапки-ушанки (закрывают уши). ,C_to_A
"Принц Зигфрид, полюбивший Одетту, побеждает злого гения, и балет заканчивается торжеством любви над злом.",0.36210489915194827,Финал балета – победа любви над злом.,C_to_A
"Одетая в очень красивую, украшенную серебром шубку (см. шуба), сапожки и шапку, отделанную мехом, Снегурочка помогает Деду Морозу проводить Ëлку, вместе с ним дарит подарки детям.",0.3727598522594047,Снегурочка вместе с Дедом Морозом приходит к детям на Ëлку и дарит подарки.,C_to_A
Размеры 91×85 см.,1.0000000000000002,Размеры 91×85 см.,C_to_A
Бородино) в 124 км от Москвы. ,0.2916518067095181,Русская армия отступала.26 августа генерал Кутузов решил дать сражение на Бородинском поле в 124 км от Москвы.,C_to_A
"Например, слова «Мы строили, строили и, наконец построили» повторяют, когда хотят иронически оценить долгожданный результат. ",0.31181027760538294,Так говорят при иронической оценке результата работы.,C_to_A
Театр первым предлагал российским зрителям почти всю русскую классику от инсценировки поэмы А.С. ,0.4064135598770921,Театр первым предлагал зрителям новые пьесы русских драматургов. ,C_to_A
"В 1817-1820 гг., после окончания Лицея, Пушкин жил в Петербурге, служил в Коллегии иностранных дел, посещал петербургские литературные кружки, был знаком со многими членами тайных обществ, будущими декабристами. ",0.4024901365822275,"После окончания лицея Пушкин жил в Петербурге, работал в Коллегии (Министерстве) иностранных дел, а главным делом его жизни стала поэзия.",C_to_A
"Рождество дало название сильным холодам, обычно бывающим в средней полосе России в конце декабря – начале января, которые называются – рождественские морозы.",0.8170617504336253,"Рождество дало название сильным холодам в конце декабря – начале января, которые называются рождественские морозы.",C_to_A
"Главными героями новогоднего праздника с конца ХIХ в. стали сказочные персонажи – Дед Мороз и его внучка Снегурочка, которые приходят под Новый год с поздравлениями и подарками, в первую очередь – детям.",0.5989757569916431,"Они приходят на Новый год с поздравлениями и подарками, в первую очередь – детям.",C_to_A
"В больших городах вечером включалась праздничная иллюминация и гремел праздничный салют. 1 Мая праздновали и в семьях, как многие другие государственные праздники. ",0.6397049023495511,"1 Мая праздновали и в семьях, как многие другие государственные праздники. ",C_to_A
Чехова и МХАТ им. ,0.9999999999999999,Чехова и МХАТ им. ,C_to_A
Название песни происходит от слова калина – названия кустарника с тёмно-красными горьковатыми ягодами.,0.9181495894290879,Название песни происходит от слова калина – названия кустарника с тёмно-красными немного горькими ягодами.,C_to_A
Обычно женщина меняет свою девичью фамилию (см. русские фамилии) на фамилию мужа. ,0.83945293113005,"Обычно женщина меняет свою девичью фамилию (см. русские фамилии) на фамилию мужа, иногда муж берёт фамилию жены или каждый оставляет свою фамилию.",C_to_A
Этот фольклорный образ положен в основу одноимённой пьесы-сказки А.Н. ,0.6382788610617514,Фольклорный образ лежит в основе пьесы-сказки А.Н. ,C_to_A
"На оперной сцене выступали кумиры публики – Сергей Лемешев, Иван Козловский, Ирина Архипова, Елена Образцова. ",0.539985261994014,"В разные годы в Большом театре пели звезды русской оперы: Федор Шаляпин, Леонид Собинов, Сергей Лемешев, Антонина Нежданова, Иван Козловский, Ирина Архипова, Елена Образцова и Галина Вишневская.",C_to_A
"Внучка Деда Мороза, красивая и очень добрая девочка, с конца ХIХ в. – один из самых популярных и любимых персонажей новогоднего праздника в России. ",0.6311886553088749,"Внучка Деда Мороза, красивая и очень добрая девочка. ",C_to_A
Борщ – одно из самых распространенных первых блюд традиционной русской кухни наряду со щами (см. щи). ,0.3936124251839358,Борщ – традиционное блюдо русской кухни.,C_to_A
"Но на них надвигается громадная девятая волна – по народным представлениям, самая сильная и опасная волна во время морской бури.",0.6749452912163371,Но на них надвигается огромная девятая волна — самая сильная и опасная волна во время шторма.,C_to_A
"Кустодиева, на котором певец изображен в роскошной бобровой шубе и шапке.",0.37109839998191313,Кустодиева.,C_to_A
Широко известен также портрет Ф.И. ,0.8298646290192311,Широко известен портрет Ф.И. ,C_to_A
или: «С Рождеством Христовым! ,0.8599371843434954,или – «С Рождеством Христовым! ,C_to_A
Слова песни известны всем русским с детства. ,0.6321411571083845,Слова песни все русские знают с детства.,C_to_A
Этому способствовало и открытие союзниками СССР (США и Великобританией) в июне 1944 года второго фронта на Севере Франции. ,0.7549173702418268,В июне 1944 года союзники СССР (США и Великобритания) открыли второй фронт на Севере Франции.,C_to_A
Щукина со своим педагогом Ю.П. ,0.337733280034479,Щукина.,C_to_A
"Своеобразие роману придаёт постоянное присутствие в нём самого автора: Пушкин вспоминает о встрече с Онегиным, пишет о том, что бережёт у себя письмо Татьяны, рассказывает читателю о себе, делится своими размышлениями, чувствами, мечтами. ",0.4191372678160828,"Пушкин говорит о встрече с Онегиным, о письме Татьяны, пишет о своих чувствах и мечтах.",C_to_A
"Пасхальные Богослужения в Русской Православной Церкви особенно торжественны, начинаются с вечера субботы и длятся после Светлого Христова Воскресения в течение всей пасхальной недели.",0.3094704771718214,Пасхальные службы в церкви очень торжественные и красивые.,C_to_A
"Чайковского, ставшей классическим произведением русской музыки.",0.4079802289671588,Сегодня это классика русской музыки.,C_to_A
"8 Марта − первый весенний (см. весна) праздник, поэтому на поздравительных открытках к 8 Марта обычно изображаются весенние цветы − подснежники, нарциссы, тюльпаны. ",0.6267785843221502,"На поздравительных открытках к 8 Марта – весенние цветы: нарциссы, тюльпаны, мимоза. ",C_to_A
"Это старик с посохом, с большой седой бородой, одетый в красивую красную или голубую шубу, сапоги, меховую шапку. ",0.3538292574557257,"На нём красивая красная или голубая шуба, сапоги, меховая шапка. ",C_to_A
В День России в Кремле президент России вручает Государственные премии Российской Федерации.,0.9676042163986703,В День России в Кремле Президент России вручает Государственные премии Российской Федерации.,C_to_A
Многие постановки театра оформлял художник Д.Л. ,0.9491257103458604,Многие постановки театра оформлял художник Д.Л. ,C_to_A
"Когда Баба-Яга выступает помощницей главного героя, то дарит ему волшебные предметы: гусли-самогуды, сапоги-скороходы, ковер-самолёт, клубок ниток, указывающий дорогу.",0.42302231575729105,"Чаще всего Баба-Яга отрицательный персонаж, но иногда она помогает герою сказки, дарит ему волшебные вещи: ковёр-самолёт или сапоги-скороходы.",C_to_A
Васнецова.,0.9681596954960987,Васнецова. ,C_to_A
" Я от бабушки ушёл,",0.9999999999999998," Я от бабушки ушёл,",C_to_A
"Сюжет сказки прост: Колобок, испечённый старухой из последних запасов муки, убегает из дому, встречает на своём пути разных зверей: зайца, волка, медведя и лису, каждый из них хочет его съесть.",0.5465483563108744,"На своём пути он встречает разных зверей: зайца, волка, медведя и лису. ",C_to_A
Горького.,1.0,Горького.,C_to_A
"Рязанова, «Русский ковчег» А Н. ",0.7698025844565927,"Рязанова, «Русский ковчег» А.Н. ",C_to_A
Картина А.А. ,1.0000000000000002,Картина А.А. ,C_to_A
«Московский дворик» – самая известная картина Поленова и одна из самых любимых у российской публики. ,0.24427912376128527,Россия) публики. ,C_to_A
"Новый театр, открывшийся 2 октября 1860 г., стал называться Мариинским в честь императрицы Марии Александровны – жены Александра II. ",0.5992808233433098,Театр назван в честь императрицы Марии Александровны – жены  Александра II.,C_to_A
"После поездки в 1833 г. на Волгу и на Урал он написал историческое сочинение «История Пугачёва» и повесть «Капитанская дочка», посвящённые крестьянскому восстанию под предводительством Е.И. ",0.40047404737754366,"В 30-е гг. поэт много работал над произведениями на темы русской истории ХVIII века: «История Пугачёва»,  повесть «Капитанская дочка». ",C_to_A
"Музей находится в центре Москвы, напротив Храма Христа Спасителя. ",0.5734951707492812,Музей находится в центре Москвы. ,C_to_A
Табаков. ,0.9668278859209043,Табаков.,C_to_A
"Кулич – это сладкий, высокий белый хлеб с изюмом. ",0.9999999999999999,"Кулич – это сладкий, высокий белый хлеб с изюмом. ",C_to_A
"На Руси Рождество начали отмечать после принятия христианства в Х в., оно стало одним из самых весёлых праздников и в народной среде, и в высших слоях общества. ",0.6863625482172295,"Рождество стало  одним из самых веселых праздников и в народной среде, и в высших слоях общества.",C_to_A
"Процедура начинается с того, что сотрудник ЗАГСа произносит торжественную речь о значении этого дня в жизни человека, затем спрашивает невесту и жениха, согласен ли каждый из них стать супругом. ",0.5348669100231646,Сотрудник ЗАГСа спрашивает невесту и жениха о согласии стать супругами. ,C_to_A
"Петербург называют: город на Неве, северная столица, Северная Венеция (имеется в виду обилие в городе набережных, мостов и каналов), Северная Пальмира (по богатству и красоте Петербург сравнивался с древним городом Пальмира в Сирии), город белых ночей, колыбель революции. ",0.4390093717503229,"Петербург называют: город на Неве, северная столица, Северная Венеция, окно в Европу, а в разговорной речи – просто Питер.",C_to_A
А. ,1.0,А. ,C_to_A
Осень 1830 г. провёл в своем имении Болдино в Нижегородской губернии. ,0.4360570199272171,Осень 1830 г. ,C_to_A
В 1880 г. в Москве на общественные деньги был установлен первый памятник Пушкину работы А.М. ,0.49781586973207415,Первый памятник Пушкину в России открыли  в 1880 г. в Москве (скульптор  А.М. ,C_to_A
Горько!» ,1.0000000000000002,Горько!» ,C_to_A
Песню обычно исполняют детские коллективы.,0.9999999999999994,Песню обычно исполняют детские коллективы.,C_to_A
Чебурашка был официальным талисманом команды России на Олимпийских играх в Афинах в 2004 году.,0.9934888590067469,Чебурашка был официальным талисманом команды России на Олимпийских играх в Афинах в 2004 году. ,C_to_A
Среди наиболее известных работ – мозаики и иконы М.В. ,0.9999999999999998,Среди наиболее известных работ – мозаики и иконы М.В. ,C_to_A
Главный герой романа в стихах А. ,1.0,Главный герой романа в стихах А. ,C_to_A
"Годом основания Эрмитажа считается 1764 г., когда Екатерина II купила в Берлине коллекцию голландской и фламандской живописи. ",0.6721186965485364,Музей основала Екатерина II в 1764 г. коллекцией голландской и фламандской живописи. ,C_to_A
Милляр.,0.9999999999999998,Милляр.,C_to_A
"Иван-царевич – младший сын царя, молод, красив, умён, добр. ",0.712277722928717,"Иван-царевич – младший сын царя, молодой, красивый, умный, добрый. ",C_to_A
"Мандельштама («Адмиралтейство», «Петербургские строфы», «Ленинград»), И.А. ",0.3836068789634445,"Мандельштам, И.А. ",C_to_A
«Золотая осень»  хорошо известна  в России как типичный «левитановский пейзаж» (см. ,0.9260978798936668,«Золотая осень» хорошо известна в России как типичный «левитановский пейзаж» (см. ,C_to_A
Шнитке. ,1.0,Шнитке. ,C_to_A
Разговорное название Государственного музея изобразительных искусств им. ,1.0,Разговорное название Государственного музея изобразительных искусств им. ,C_to_A
"Через три года он возвращается в Петербург и, сразу же попав на бал, встречает Татьяну, уже светскую даму, жену генерала. ",0.595235709753901,Через три года возвращается в Петербург и на балу встречает Татьяну. ,C_to_A
"Александр Сергеевич Пушкин родился в дворянской семье (см. дворянин) 26 мая 1799 г., в Москве, где провёл детские годы. ",0.5500981424670569,Александр Сергеевич Пушкин родился 6 июня 1799 г. в Москве.,C_to_A
"Старейшее здание библиотеки - «Пашков дом» − городской дворец, построенный в стиле классицизма по проекту великого русского архитектора XVIII в. ",0.34443793116325755,Старое здание библиотеки - дворец П.Е. ,C_to_A
"Существуют выражения: пойти на Ёлку, побывать на Ëлке.",1.0000000000000002,"Существуют выражения: пойти на Ёлку, побывать на Ëлке.",C_to_A
Вечером накануне праздника во всех православных храмах (см. храм) проходит торжественная служба.,0.599275494114721,В годы советской власти Рождество отмечала только церковь: вечером 6 января во всех православных храмах (см. храм) проходила торжественная служба.,C_to_A
"В старину на Руси Масленица считалась самым весёлым праздником, которым отмечали начало весенних полевых (см. поле) работ. ",0.8303549285560714,В старину на Руси Масленица была  самым весёлым праздником начала весенних полевых (см. поле) работ. ,C_to_A
"В обиходном сознании с Эрмитажем связаны представления о богатейших музейных художественных коллекциях, сопоставимых с Лувром в Париже, поэтому слово Эрмитаж может употребляться метафорически для называния какой-либо большой коллекции художественных произведений или – иронически – для обозначения слишком красивого интерьера частного дома.",0.43828813899137503,Иногда слово «Эрмитаж» употребляют в переносном смысле для названия какой-либо большой коллекции художественных произведений.,C_to_A
"Иногда Иван-царевич ошибается, совершает неправильные поступки, но всегда исправляет свои ошибки и искупает вину. ",0.6857308670570177,"Иногда он ошибается, но всегда исправляет свои ошибки.",C_to_A
Появилась и новая традиция – проведение рождественских фестивалей искусств.,0.35161662648778264,"В рождественские дни проходят праздничные вечера, концерты, балы, фестивали искусств.",C_to_A
"Тем не менее, репродукция этой популярной в России картины часто включается в издания русских народных сказок.",0.4855991229182255,Репродукцию этой картины часто включают в школьные учебники и сборники народных сказок.,C_to_A
"Григорович, с именем которого связан расцвет московского балета первой четверти XX в.",0.29542267200554195,Григорович.,C_to_A
"Онегин – представитель дворянской (см. дворянин) молодёжи 20-х годов ХIХ в. с характерным для неё критическим отношением к высшему свету, равнодушием к карьере, чувством личной независимости. ",0.12577395636441058,"Она влюбилась в Онегина, но он не ответил на её чувство.",C_to_A
