source,cos_sim,target,level
"Считается, что фольклорный образ Иванушки-дурачка это один из типов русского национального характера (см. русские).",0.5877626240154892,Иванушку-дурачка считают одним из типов русского национального характера. ,B_to_A
"Он жил в Екатеринославе, в Кишинёве, на Кавказе и в Крыму. ",0.36661674812011696,"Четыре года (1820-1824) Пушкин жил и работал в Крыму, в Одессе, в Кишиневе,  ",B_to_A
Многие постановки театра оформлял художник Д.Л. ,1.0000000000000002,Многие постановки театра оформлял художник Д.Л. ,B_to_A
"Действие романа продолжается через три года, когда Онегин в Петербурге снова встречает Татьяну. ",0.5343484526403104,Через три года Евгений в Петербурге опять встречает Татьяну. ,B_to_A
"День рождения иногда называют именинами, а виновника торжества − именинником или новорожденным, независимо от возраста.",0.559153651045543,"День рождения иногда называют именинами, а человека, который отмечает день рождения − именинником.",B_to_A
В XIX в. он стал одеждой крестьянок (см. крестьянка) в северных и центральных областях России и в Поволжье. ,0.23555510003715616,"В XIX в. сарафаны остались только в крестьянской среде как одежда и на каждый день, и в праздник. ",B_to_A
Васнецова. ,0.9999999999999998,Васнецова. ,B_to_A
Третьяковка). ,0.9999999999999999,Третьяковка). ,B_to_A
 Пусть всегда будет солнце!,1.0, Пусть всегда будет солнце!,B_to_A
В последние годы Иван-царевич стал героем ряда постановок и фильмов – экранизаций русских народных сказок в современном стиле.,0.2567078703484511,Иван-царевич - герой многих художественных и анимационных фильмов по фольклорным сюжетам.,B_to_A
"В отличие от старших братьев, он очень доверчивый, бесхитростный, иногда ленивый и как будто глупый. ",0.148226790521281,"Всем понятно, что он храбрый, добрый, умный и честный человек.",B_to_A
"Сурикова,  работы    художников объединения  «Мир искусства»  - М.В. ",0.3421261097047438,"Суриков, М.В. ",B_to_A
Картина получила широкую известность после появления её репродукции на фантиках  шоколадных конфет «Мишка косолапый» (начало ХХ века).,0.9759513436173984,Картина получила широкую известность после появления её репродукции на фантиках шоколадных конфет «Мишка косолапый» (начало ХХ века).,B_to_A
Один из старейших театров России. ,0.6599469701578057,Один из самых старых театров России. ,B_to_A
Шишкина. ,1.0,Шишкина. ,B_to_A
"Рязанова, «Русский ковчег» А.Н. ",1.0000000000000002,"Рязанова, «Русский ковчег» А.Н. ",B_to_A
При церквах и соборах находятся колокольни (см. колокол). ,0.04389491011598934,отпевание покойных.,B_to_A
Открыт в 1912 г. под названием Музей изящных искусств императора Александра III. ,0.5548996354122062,Император Николай II открыл музей в 1912 году под названием Музей изящных искусств. ,B_to_A
В 1898 г. ,0.33775272582532784,В 1892 г.  ,B_to_A
На картине изображен обряд крещения. ,1.0,На картине изображен обряд крещения. ,B_to_A
Общехристианский праздник воскресения Иисуса Христа (Светлое Христово Воскресение).,0.8822577555749059,В христианстве праздник воскресения Иисуса Христа (Светлое Христово Воскресение).,B_to_A
Третьяковка). ,0.9999999999999999,Третьяковка). ,B_to_A
В День России в Кремле президент России вручает Государственные премии Российской Федерации.,0.9662225571548007,В День России в Кремле Президент России вручает Государственные премии Российской Федерации.,B_to_A
Покрассами на слова В.И. ,0.715406885165142,"Покрассы, слова В.И. ",B_to_A
"Кустодиева, на котором певец изображен в роскошной бобровой шубе и шапке.",0.36802979894795185,Кустодиева.,B_to_A
По сказке Островского Н.А. ,0.9566871546717461,По сказке Островского Н.А. ,B_to_A
"Ахматовой, О.Э. ",0.8948910303631478,"Ахматова, О.Э. ",B_to_A
Островского. ,0.9999999999999999,Островского. ,B_to_A
"Островского (1859), «Чайка» А.П. ",1.0,"Островского (1859), «Чайка» А.П. ",B_to_A
Лев Николаевич Толстой родился в 1828 г. в родовом имении Ясная Поляна под Тулой. ,0.4562033706714595,в Ясной Поляне под Тулой.,B_to_A
"Создана в 1898 г., находится в Третьяковской галерее (см. ",1.0,"Создана в 1898 г., находится в Третьяковской галерее (см. ",B_to_A
"В советский период Первого мая проходили торжественные митинги, военный парад и парад физкультурников, многочасовые демонстрации трудящихся. ",0.7255002102859531,"В этот день проходили  митинги, военный парад и парад физкультурников, демонстрация трудящихся.",B_to_A
"Центральной фигурой праздника была сама Масленица – кукла из соломы, которую сжигали в конце праздничной (масленичной) недели. ",0.8748412494178209,"Центральной фигурой праздника была сама Масленица − кукла из соломы, которую сжигали в конце праздничной недели.",B_to_A
Тема Воскресения Христа – одна из основных тем русской иконописи. ,1.0000000000000007,Тема Воскресения Христа – одна из основных тем русской иконописи. ,B_to_A
В разговорной речи театр называют просто – Малый.,0.8373005163626032,В разговорной речи театр называют просто - Малый.,B_to_A
"Год рождения театра – 1776 г., тогда в Москве была организована первая профессиональная театральная труппа. ",0.5326894025411586,"В 1776 г. в Москве была создана первая театральная труппа, и в 1780 г. построено первое здание театра.",B_to_A
Размеры 221×332 см.,1.0,Размеры 221×332 см.,B_to_A
"Рождество дало название сильным холодам, обычно бывающим в средней полосе России в конце декабря – начале января, которые называются – рождественские морозы.",0.8105781139766897,"Рождество дало название сильным холодам в конце декабря – начале января, которые называются рождественские морозы.",B_to_A
"Интерьеры богато украшены бронзой, позолотой, красным бархатом, зеркалами. ",0.4861834659788905,"Интерьеры театра украсили зеркала, красный бархат, позолота, уникальная люстра. ",B_to_A
Имя этого сказочного героя часто используется в СМИ в ироническом значении. ,0.9999999999999999,Имя этого сказочного героя часто используется в СМИ в ироническом значении. ,B_to_A
"Малый театр называли Вторым университетом, потому что этот театр всегда был важным центром духовной жизни Москвы и всей России. ",0.1699137421344818,Бове) в центре Москвы рядом с Большим театром. ,B_to_A
"Пушкина была окружена поклонниками, одним из них был приёмный сын голландского посланника Геккерна – Жорж Дантес, вызывающее поведение которого заставило Пушкина защищать свою честь на дуэли. 27 января 1837 г. в пригороде Петербурга на Чёрной речке состоялась дуэль Пушкина и Дантеса. ",0.26924242630335193,Пушкин погиб на дуэли в конце января 1837 года. ,B_to_A
Позже памятники великому русскому поэту были установлены в Петербурге и других городах страны. ,0.18129195680155832,Только новый император Николай I разрешил поэту вернуться в Петербург. ,B_to_A
Александрийский театр был центром культурной жизни Петербурга. ,0.8723794969004607,Александринский театр стал центром культурной жизни Петербурга. ,B_to_A
"В наше время, в основном, − дети. ",0.547994333260999,В наше время варежки носят в основном дети. ,B_to_A
К этому времени он уже устал от романов. ,0.9901930821906658,К этому времени он уже устал от романов.,B_to_A
Строки припева песни Пусть всегда будет солнце! ,1.0,Строки припева песни Пусть всегда будет солнце! ,B_to_A
Уже к концу ХIХ в. библиотека превратилась в крупный просветительный центр России. ,0.4844803563205805,В конце ХIХ в. библиотека стала крупным культурным центром России. ,B_to_A
"В конце ХIХ в. появились первые поздравительные рождественские открытки с изображением библейских сюжетов, русских церквей (см. церковь), зимних пейзажей, ёлок и словами поздравления: «С Рождеством Христовым!» ",0.53379495750425,С конца ХIХ в. начали выпускать рождественские открытки со словами поздравления: «С Рождеством Христовым!» ,B_to_A
В ХХ в. ,1.0,В ХХ в. ,B_to_A
"Картина Серова стала одним из первых произведений  русского импрессионизма: неожиданно для публики автору удалось передать в портрете  не социально-психологические проблемы, а радостное впечатление от  увиденного.",0.6596557851327094,"Автор смог передать в портрете  не социально-психологические проблемы, а радостное впечатление от  увиденного.",B_to_A
"В «Лебедином озере» танцевали лучшие русские балерины и танцовщики: Анна Павлова, Галина Уланова, Майя Плисецкая, Михаил Фокин, Марис Лиепа, Владимир Васильев, Михаил Лавровский.",0.9429768975858169,"В «Лебедином озере» танцевали лучшие русские балерины и танцовщики: Анна Павлова, Галина Уланова, Майя Плисецкая, Михаил Фокин, Владимир Васильев, Михаил Лавровский.",B_to_A
"Окончил Главное военно−инженерное училище в Петербурге, но решил посвятить себя литературе.",0.591910138689565,"Окончил инженерное училище в Петербурге, но стал заниматься литературой. ",B_to_A
При театре работает Хореографическое училище.,0.49539677515604597,При Большом театре работает Академия Хореографии.,B_to_A
"Там пекут блины, устраивают катания на тройках (см. тройка) и народные игры, показывают театрализованные представления.",0.5688786193555656,"Там тоже пекут блины, катаются на тройках (см. тройка), играют и танцуют.",B_to_A
В библиотеке работают 20 читальных залов. ,0.9999999999999997,В библиотеке работают 20 читальных залов. ,B_to_A
Балет П.И. ,0.9999999999999998,Балет П.И. ,B_to_A
В июне 1812 года полумиллионная армия Наполеона перешла границу России. ,0.7506176386698578,В июне 1812 года  армия  Наполеона перешла  границу России. ,B_to_A
«Лебединое озеро» – самая частотная ассоциация русских на слово балет. ,0.850025623641443,«Лебединое озеро» – основная ассоциация русских на слово балет. ,B_to_A
обменяться золотыми кольцами. ,0.6256562354855816,"обменяться золотыми кольцами и объявляет их мужем и женой, новой семьёй.",B_to_A
Мамонтова. ,1.0,Мамонтова. ,B_to_A
"Тимирязев, К.Э. ",0.9143046938004036,"Тимирязев, К.Э. ",B_to_A
"Пушкина, «Фауст» И.",1.0000000000000002,"Пушкина, «Фауст» И.",B_to_A
Первый тост – «За жениха и невесту!» ,0.8550520926067559,Первый тост — «За жениха и невесту!» ,B_to_A
Иван Андреевич Крылов родился в 1769 г. в Москве в семье мелкого чиновника. ,0.491777203542334,"Иван Андреевич Крылов родился в 1769 году в Москве.В 14 лет вместе с семьей переехал в Петербург.С детства он любил литературу и театр,но в молодости несколько лет работал чиновником.",B_to_A
Также в музее проводятся музыкальные фестивали «Декабрьские вечера».,0.7391576104415748,музыкальный фестиваль «Декабрьские вечера».,B_to_A
"Филатова «Про Федота-стрельца, удалого молодца».",1.0,"Филатова «Про Федота-стрельца, удалого молодца».",B_to_A
"Праздник отмечают и на работе, и дома. ",0.15910530668246758,Праздник стали называть Женским днем.,B_to_A
В Большом театре проводятся Международные конкурсы артистов балета. ,0.7507504121093873,В Большом проходят Международные конкурсы артистов балета и хореографов.,B_to_A
Стали классикой русского и мирового оперного репертуара «Руслан и Людмила» М.И. ,0.31559811470118526,Чайковского)  –  классикой русского оперного театра. ,B_to_A
"Кузьмина, Д.А. ",0.2888565800306025,"Кузьмин сделали иллюстрации к роману, которые стали очень известными.",B_to_A
"Создана в 1895 г., находится в Третьяковской галерее (см. ",1.0000000000000002,"Создана в 1895 г., находится в Третьяковской галерее (см. ",B_to_A
"В Москве Пушкин встретился с Натальей Николаевной Гончаровой, которая в 1831 г. стала его женой. ",0.5347363070949164,Пушкин женился на  Наталье Николаевне Гончаровой.,B_to_A
"Крылатыми словами стали названия романов Достоевского: преступление и наказание, униженные и оскорблённые; самое знаменитое изречение писателя − Красота спасёт мир. ",0.25304859884558634,Самые знаменитые слова  писателя: Красота спасёт мир; Счастье всего мира не стоит одной слезы на щеке невинного ребёнка.,B_to_A
Это до сих пор самая известная в русской живописи картина на религиозный сюжет.,0.8284389042103613,«Явление Христа народу» до сих пор самая известная в русской живописи картина на религиозный сюжет.,B_to_A
"Создана в 1889 г., находится в Третьяковской галерее (см. ",1.0000000000000002,"Создана в 1889 г., находится в Третьяковской галерее (см. ",B_to_A
Белинский.,1.0000000000000002,Белинский.,B_to_A
Здание построено в 1898-1912 гг. архитектором Р.И. ,0.7453028391604416,Он был построен в 1898-1912 гг. архитектором Р.И. ,B_to_A
В основе сюжета лежит история любви Евгения Онегина и Татьяны Лариной. ,0.8559846110609632,В основе сюжета лежит история любви Евгения Онегина и ,B_to_A
"Существует народное название полотна, не совпадающее с авторским, − «Три богатыря».",0.6826721810081053,Существует народное название полотна – «Три богатыря». ,B_to_A
"В сказочных сюжетах Иван-царевич обязательно проходит через испытания, совершает подвиги, рискует жизнью и только после этого достигает желанной цели и счастья. ",0.5225279493710348,"Иван-царевич совершает подвиги, рискует жизнью. ",B_to_A
В 1990-2000 годы Любимов поставил в театре много новых спектаклей:  «Живаго» по роману Б.Л. ,0.5601376159832046,В эти годы он восстановил свои старые спектакли и поставил много новых: «Живаго» по роману Б.Л. ,B_to_A
"В коллекции Эрмитажа находятся произведения крупнейших мастеров живописи, скульптуры, графики, декоративно-прикладного искусства: работы Леонардо да Винчи, Рафаэля, Тициана, Питера Брейгеля Младшего, Яна Брейгеля Старшего, Рубенса, Ван Дейка, Рембрандта, Лукаса Кранаха Старшего, Хольбейна, Гальса, произведения импрессионистов и постимпрессионистов: Ренуара, Сезанна, Клода Моне, Гогена, Ван Гога, а также Матисса и Пикассо.",0.6350354565314296,"В коллекции Эрмитажа есть работы  великих мастеров прошлого – Леонардо да Винчи, Тициана, Рубенса, Рембрандта, импрессионистов и постимпрессионистов – Ренуара, Сезанна, Клода Моне, Гогена, Ван Гога, а также Матисса и Пикассо. ",B_to_A
После выхода на экран первого мультфильма Чебурашка и его друзья стали пользоваться огромной популярностью. ,0.12579475464911666,В них друзья помогают друг другу решать любые проблемы.,B_to_A
"На кресте, согласно Библии, был казнен Иисус Христос, и крест стал символом искупления Христом грехов человеческих. ",0.5371822886121895,"На кресте, как пишет Библия, был казнен Иисус Христос. ",B_to_A
"Александринка), и Мариинский (см. ",0.6228309311097657,Мариинка) и Александринский драматический театр (см. ,B_to_A
Именем Пушкина названы улицы и площади многих городов России. ,0.2272194065169161,Сказки Пушкина знают все дети в России.,B_to_A
Успенского «Крокодил Гена и его друзья» (1966 г.) создан в результате совместной работы  писателя Э.Н. ,0.4112981522351996,Мультфильмы о Чебурашке были созданы в 1969-1983 гг. по книге Успенского «Крокодил Гена и его друзья».,B_to_A
Гоголем в повести «Ночь перед Рождеством». ,0.8220669113915529,Гоголя «Ночь перед Рождеством».,B_to_A
Васнецова.,0.9999999999999998,Васнецова.,B_to_A
"У Дня Победы сложился торжественный ритуал: утром по всей стране начинаются шествия к монументам Славы, мемориалам Победы, Могилам Неизвестного Солдата, памятникам жертвам фашизма, возлагаются цветы и венки с надписями: «Вечная память погибшим за Родину», «Никто не забыт и ничто не забыто», «Имя твоё неизвестно − подвиг твой бессмертен».",0.4238282330234083,Утром по всей стране люди несут цветы и венки к монументам Победы и Могилам Неизвестного Солдата. ,B_to_A
"В речи часто используется разговорное название театра – Мариинка (например, сходить в Мариинку, побывать в Мариинке).",0.9365283902786241,"В речи часто используется разговорное название театра – Мариинка (например, сходить в Мариинку, премьера в Мариинке).",B_to_A
Кисти Шишкина принадлежит только сам пейзаж. ,1.0,Кисти Шишкина принадлежит только сам пейзаж. ,B_to_A
"Крылов написал несколько пьес, сделал переводы на русский язык некоторых басен Лафонтена и начал сочинять свои басни. ",0.7400055197084143,сделал переводы на русский язык басен Лафонтена и сам начал сочинять басни.,B_to_A
"Читатель встречается с Онегиным, когда ему уже «наскучил жизни шум», ни чтение, ни сочинительство его тоже не увлекали – «как женщин, он оставил книги». ",0.13547912553351363,"Она влюбилась в Онегина, но он не ответил на её чувство.",B_to_A
Романы «Анна Каренина» и «Война и мир» много раз экранизировались в России и за рубежом.,0.34476349255592564,"Щедрина «Анна Каренина»,",B_to_A
"Праздник был установлен 8 мая 1945 года, в день капитуляции фашистской Германии и окончания Великой Отечественной войны. ",0.9999999999999991,"Праздник был установлен 8 мая 1945 года, в день капитуляции фашистской Германии и окончания Великой Отечественной войны. ",B_to_A
"Грибоедова (1831), «Ревизор» Н.В. ",0.7836672235108457,"Грибоедова, «Ревизор» Н.В. ",B_to_A
Третьяковка). ,0.9999999999999999,Третьяковка). ,B_to_A
"Клодта был открыт в Летнем саду Петербурга, в 1976 г. – работы А.А. ",0.20739784453343146,"Клодт),",B_to_A
"Это старик с посохом, с большой седой бородой, одетый в красивую красную или голубую шубу, сапоги, меховую шапку. ",0.35382211316188833,"На нём красивая красная или голубая шуба, сапоги, меховая шапка. ",B_to_A
"Но на них надвигается громадная девятая волна – по народным представлениям, самая сильная и опасная волна во время морской бури.",0.6739692153399083,Но на них надвигается огромная девятая волна — самая сильная и опасная волна во время шторма.,B_to_A
"Мотыля, «Невероятные приключения итальянцев в России» Э.А. ",1.0000000000000002,"Мотыля, «Невероятные приключения итальянцев в России» Э.А. ",B_to_A
"Достоевского «Преступление и наказание», а также в лирике А.А. ",0.4578040824967187,Достоевский в романах «Белые ночи» и «Преступление и наказание». ,B_to_A
"Там он встречает Татьяну Ларину, любовь которой не находит ответа в его сердце; пытается подружиться с поэтом-романтиком Владимиром Ленским, но вскоре убивает его на дуэли после нелепой ссоры. ",0.35071646649554616,В деревне Онегин также знакомится с поэтом-романтиком Владимиром Ленским. ,B_to_A
"На Таганке не было традиционного занавеса, почти не использовались декорации, их заменяли различные сценические конструкции.",0.3577003565000667,"На сцене был минимум декораций, не было занавеса, традиционных театральных костюмов, звучали песни и стихи. ",B_to_A
"В 1859 г. он вышел в отставку и переехал в Тверь, а позже − в Петербург. ",0.27417581017986725,Только в 1859 г. ,B_to_A
Название песни происходит от слова калина – названия кустарника с тёмно-красными горьковатыми ягодами.,0.916934454704799,Название песни происходит от слова калина – названия кустарника с тёмно-красными немного горькими ягодами.,B_to_A
"Любимовым, который стал главным режиссёром театра. ",0.3859307568524037,Любимовым. ,B_to_A
" Я от дедушки ушёл,",1.0," Я от дедушки ушёл,",B_to_A
Картина А.А. ,0.9999999999999999,Картина А.А. ,B_to_A
Для военных и полиции шапка – элемент форменной одежды для зимы.,0.7295832543447411,Для военных и полиции шапка-ушанка – элемент форменной зимней одежды.,B_to_A
"Вначале в музее находились скульптурные копии, произведения зарубежной живописи, античные вазы и монеты. ",0.8312039829088629,"В музее находились копии скульптуры античного периода, произведения зарубежной живописи, античные вазы и монеты. ",B_to_A
После венчания на царство Ивана Грозного в 1547 г. таким символом становится шапка Мономаха (см. ,0.23126394876831574,Самая древняя из них – шапка Мономаха ХVI в.,B_to_A
"Онегин страстно влюбляется в неё, но теперь Татьяна отвергает его любовь. ",0.3996989132994233,Онегин не отвечает на любовь Татьяны. ,B_to_A
Они вместе поздравляют детей с Новым годом и дарят подарки (см. ,1.0000000000000002,Они вместе поздравляют детей с Новым годом и дарят подарки (см. ,B_to_A
Крылова написаны Е.И. ,0.3955711410582931,Крылова.,B_to_A
Размеры 91×85 см.,1.0000000000000002,Размеры 91×85 см.,B_to_A
"Великий русский поэт и писатель, создатель русского литературного языка.",0.5286471121878719,Великий русский писатель.,B_to_A
"В романе Пушкин затронул все стороны русской жизни, поэтому современник поэта, литературный критик В.Г. ",0.34597353893903243,В романе Пушкин пишет обо всех сторонах русской жизни. ,B_to_A
"Александр Сергеевич Пушкин родился в дворянской (см. дворянин) семье  26 мая (6 июня по новому стилю)  1799 г., в Москве. ",0.59449858102496,Александр Сергеевич Пушкин родился 6 июня 1799 г. в Москве.,B_to_A
Чайковского (либретто В.П. ,1.0,Чайковского (либретто В.П. ,B_to_A
Самой крупной была коллекция видного русского дипломата конца XVIII − начала XIX в. графа Н. ,0.4187796075047088,Самой большой была коллекция графа Н.П. ,B_to_A
"В отличие от старших братьев, он очень доверчивый, бесхитростный, иногда ленивый и как будто глупый. ",0.7115330610595483,"Он очень доверчивый, простой, иногда ленивый и как будто глупый. ",B_to_A
"В России праздник 8 Марта впервые отмечали в 1913 г., через несколько лет после решения II Международной конференции социалисток (1910 г.) о ежегодном праздновании Международного женского дня как дня солидарности женщин всего мира в борьбе за экономическое, социальное и политическое равноправие. ",0.5591235674585168,"Это был день солидарности женщин всего мира в борьбе за экономическое, социальное и политическое равноправие.",B_to_A
Осень 1830 г. провёл в своем имении Болдино в Нижегородской губернии. ,0.351660254109808,Пушкин прожил в своем имении  – в селе Болдино. ,B_to_A
"Разговорное название Государственной Третьяковской галереи – крупнейшего в мире музея русского искусства, одного из ведущих научно-художественных и культурно-просветительских центров России.",0.5344301003860982,Разговорное название Государственной Третьяковской галереи – одного из самых крупных музеев русского искусства. ,B_to_A
А.П. ,1.0000000000000002,А.П. ,B_to_A
Разговорное название московского Театра на Таганке.,1.0000000000000002,Разговорное название московского Театра на Таганке.,B_to_A
В дни новогодних праздников по телевизору обязательно показывают всеми любимые художественные и мультипликационные фильмы прошлых лет. ,0.9113580783020532,В дни новогодних праздников по телевизору обязательно показывают всеми любимые художественные и мультипликационные фильмы.,B_to_A
Затем коллекцию дополнили памятниками культуры Древнего Египта. ,0.9961113864633,Затем коллекцию дополнили памятниками культуры Древнего Египта.,B_to_A
Одна из них с 1989 г. стала называться Московский Художественный академический театр им. ,0.5732173052768947,С в 1932 г. театр стал называться МХАТ (мхат) – Московский Художественный академический театр им. ,B_to_A
Пушкина.,1.0,Пушкина.,B_to_A
"Гоголя (1836), «Гроза» А.Н. ",0.9597233608274318,"Гоголя (1836), «Гроза» А.Н. ",B_to_A
"«Богатыри» − одна из самых любимых картин российской публики: регулярно воспроизводится в изданиях, посвящённых Древней Руси (см. ",0.5544001149550768,«Богатыри»  –  одна из самых любимых картин  российской публики. ,B_to_A
Кудашевой.,1.0,Кудашевой.,B_to_A
Гергиев.,0.9999999999999999,Гергиев.,B_to_A
"На полотне изображена крестьянская (см. крестьянка) девочка, в глубокой печали сидящая на берегу пруда. ",0.2862571945663815,Художник изобразил на картине грустную деревенскую (см. деревня) девочку на берегу пруда в осеннем лесу.,B_to_A
"В это время написаны наиболее известные рассказы и повести: «Палата № 6», «Попрыгунья», «Скрипка Ротшильда», «Ионыч», «Чёрный монах», «Человек в футляре», «Дом с мезонином», «В овраге» и «Мужики».",0.3029209684644145,"Здесь он жил с родителями, братом и сестрой до 1899 года:  лечил крестьян, строил школы, написал более 40 повестей и рассказов («Палата № 6», «Моя жизнь», «Человек в футляре», «Мужики» и др.), пьесы «Чайка» и «Дядя Ваня».",B_to_A
" В саду ягода малинка, малинка моя!",0.9999999999999999," В саду ягода малинка, малинка моя!",B_to_A
"Православие) храм называется церковь (в католичестве – костёл, в мусульманстве – мечеть и т.п.); главный или большой храм (церковь) в городе или в монастыре называется собор.",0.504480187418678,Главный или большой храм в городе или в монастыре называется собор. ,B_to_A
"Через три года он возвращается в Петербург и, сразу же попав на бал, встречает Татьяну, уже светскую даму, жену генерала. ",0.3631515303163653,"Она уже светская дама, жена генерала. ",B_to_A
Май!,1.0,Май!,B_to_A
Традиционное название театров: МХТ им. ,1.0,Традиционное название театров: МХТ им. ,B_to_A
С Новым годом!». ,0.9694025931898409,С Новым годом!».,B_to_A
Лебедева-Кумача. ,0.9875229732366002,Лебедева-Кумача.,B_to_A
"8 Марта – первый весенний (см. весна) праздник, поэтому на поздравительных открытках к 8 Марта обычно изображаются весенние цветы – подснежники, нарциссы, тюльпаны. ",0.4565869578309951,8 Марта − первый весенний (см. весна) праздник. ,B_to_A
"Сегодня он включает: здания в Лаврушинском переулке, где находится постоянная экспозиция русского искусства с X до начала ХХ в. ",0.246577313694347,в новом здании – коллекция искусства ХХ в.,B_to_A
В 1851 г. поступил на военную службу и уехал на Кавказ в действующую армию. ,0.4346069600827513,"В 1851 г. поступил на военную службу, был участником Крымской войны 1853-1856 гг.",B_to_A
Достоевский − классик русской литературы. ,0.4261672946176873,"Русский писатель и философ, классик русской литературы XIX века.",B_to_A
"Васнецовым, М.А. ",0.28940742394535635,Васнецовым и другими известными художниками-иллюстраторами.,B_to_A
Нерабочий день.,1.0,Нерабочий день.,B_to_A
"В эти годы Пушкин написал несколько романтических поэм («Бахчисарайский фонтан», «Кавказский пленник» и др.), много лирических стихотворений, начал работать над романом в стихах «Евгений Онегин». 1820-1824 гг. в литературоведении принято называть южной ссылкой поэта.",0.32325407094649705,"В эти годы он написал много лирических стихотворений, но в его произведениях появились и политические  мотивы. ",B_to_A
"Простота валенок стала причиной появления выражений простой, как валенок − так говорят о наивном, простодушном человеке, и тупой, как валенок − так говорят о глупом, недалёком человеке.",0.8099049701431368,"Простой, как валенок − говорят о наивном, простодушном человеке, тупой, как валенок − о глупом человеке.",B_to_A
В XIX в. в Мариинском театре были поставлены крупнейшие произведения русского оперного искусства: «Жизнь за царя» М.И. ,0.46028202356190584,В XIX в. здесь впервые были поставлены оперы русских композиторов: «Жизнь за царя» и «Руслан и Людмила»  М.И. ,B_to_A
Обычно борщ варят на мясном бульоне. ,1.0000000000000002,Обычно борщ варят на мясном бульоне. ,B_to_A
Картина И. ,1.0000000000000002,Картина И. ,B_to_A
"Татьяна с первого взгляда полюбила Онегина и, нарушив нормы поведения дворянской девушки (см. дворянка), написала ему письмо – признание в любви. ",0.24552323289051267,Она пишет ему письмо о своей любви.,B_to_A
«Калинка» – обращение к красавице-девице с просьбой о любви. ,0.9149037755222714,«Калинка» – обращение к красавице-девице с просьбой  о любви. ,B_to_A
"Лебедева−Кумача в 1936 г., специально к первомайской демонстрации. ",0.28313938252038934,Лебедева-Кумача). ,B_to_A
После выхода на экран первого мультфильма Чебурашка и его друзья стали пользоваться огромной популярностью. ,0.800894590307384,После выхода на экран первого мультфильма Чебурашка и его друзья стали очень популярны.,B_to_A
Петром I как новая столица России. ,0.24787590439711826,"Петербург был основан в 1703 году Петром I, и более 200 лет (1712-1918) был столицей России.",B_to_A
